stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,44.199,1.727,0.000,76,0,9,2726790463.747,393070620.882
refined,58.566,1.727,0.000,76,0,9,2726790463.747,307516364.770
