attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.922,"[-1.286, -0.559]",0.364,-4.226,0.000,44.078,ngd,55,192985104.500,0.142,-1.000,0.078,0,0,fn
c,-7.329,"[-9.988, -4.669]",2.660,-4.590,0.000,44.078,ngd,55,192985104.500,0.142,-6.000,-1.329,0,0,fn
s,-3.490,"[-4.859, -2.122]",1.368,-4.249,0.000,44.078,ngd,55,192985104.500,0.142,-3.000,-0.490,0,0,fn
vot,0.126,,,,,44.078,ngd,55,192985104.500,0.142,0.167,-0.041,0,0,fn
tt,-8976.873,"[-81877.21, 63923.464]",72900.337,-0.205,0.838,84.030,lm,55,1413786191.310,0.383,-1.000,-8975.873,1,0,fn
c,-6170.524,"[-101418.507, 89077.459]",95247.983,-0.108,0.914,84.030,lm,55,1413786191.310,0.383,-6.000,-6164.524,1,0,fn
s,4509.810,"[-7659.476, 16679.096]",12169.286,0.617,0.539,84.030,lm,55,1413786191.310,0.383,-3.000,4512.810,1,0,fn
vot,1.455,,,,,84.030,lm,55,1413786191.310,0.383,0.167,1.288,0,0,fn
tt,-1.352,"[-1.95, -0.755]",0.598,-3.770,0.000,93.706,ngd+lm,55,191162474.128,0.141,-1.000,-0.352,0,0,fn
c,-9.631,"[-13.587, -5.674]",3.957,-4.055,0.000,93.706,ngd+lm,55,191162474.128,0.141,-6.000,-3.631,0,0,fn
s,-4.548,"[-6.506, -2.589]",1.958,-3.869,0.000,93.706,ngd+lm,55,191162474.128,0.141,-3.000,-1.548,0,0,fn
vot,0.140,,,,,93.706,ngd+lm,55,191162474.128,0.141,0.167,-0.026,0,0,fn
