stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.602,1.857,0.000,38,0,9,1663081780.558,163260511.963
refined,115.672,1.857,0.000,38,0,9,1663081780.558,45072121.749
