stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.714,-7.642,-1.220,-1.942,0.222,-0.856,0.862,-1.917,-0.631,1056879541.518,0.224
norefined,2,-1.267,-7.718,-1.366,-1.977,0.147,-0.849,0.744,-1.922,-0.678,632474341.265,0.164
norefined,3,-0.845,-7.760,-1.582,-1.972,0.081,-0.797,0.619,-1.923,-0.707,543115919.957,0.109
norefined,4,-1.283,-7.694,-1.720,-1.943,0.017,-0.670,0.509,-1.954,-0.722,520292482.323,0.167
norefined,5,-0.818,-7.738,-1.874,-1.939,-0.013,-0.653,0.427,-1.950,-0.736,455808126.781,0.106
norefined,6,-1.261,-7.664,-2.006,-1.907,-0.072,-0.538,0.319,-1.975,-0.752,424729373.611,0.165
norefined,7,-0.786,-7.706,-2.140,-1.903,-0.083,-0.532,0.253,-1.967,-0.755,400972654.852,0.102
norefined,8,-1.252,-7.632,-2.243,-1.870,-0.131,-0.449,0.172,-1.980,-0.766,356679223.243,0.164
norefined,9,-0.774,-7.673,-2.368,-1.869,-0.131,-0.447,0.116,-1.965,-0.763,370465101.913,0.101
norefined,10,-1.261,-7.607,-2.424,-1.839,-0.161,-0.401,0.079,-1.970,-0.763,320777128.874,0.166
refined,11,-1.261,-7.607,-2.424,-1.839,-0.161,-0.401,0.079,-1.970,-0.763,320777128.874,0.166
refined,12,-0.528,-2.980,-2.597,2.714,-0.316,0.340,-0.231,2.066,0.385,3117759940.722,0.177
refined,13,-0.005,-0.483,0.526,-1.178,0.350,-0.707,-0.252,-1.356,0.283,2151313736.595,0.010
refined,14,-0.305,-2.044,-1.087,0.343,0.119,-0.057,-0.308,0.209,0.487,323544349.618,0.149
refined,15,-0.494,-3.346,-1.578,0.276,0.342,-0.134,-0.403,-0.134,0.357,127357524.001,0.148
refined,16,-0.849,-5.301,-2.535,0.139,0.310,-0.163,-0.315,-0.039,0.004,77315223.690,0.160
refined,17,-1.146,-6.816,-3.379,0.030,0.135,-0.141,-0.053,0.115,-0.338,66833395.953,0.168
refined,18,-1.197,-7.073,-3.563,-0.003,0.116,-0.126,0.012,0.095,-0.385,66436434.719,0.169
refined,19,-1.203,-7.106,-3.588,-0.008,0.116,-0.125,0.020,0.093,-0.394,66429577.301,0.169
refined,20,-1.204,-7.110,-3.590,-0.009,0.116,-0.125,0.021,0.093,-0.395,66429488.394,0.169
