stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.258,"[-2.373, -0.143]",1.115,-2.251,0.028
norefined,c,-7.632,"[-14.435, -0.829]",6.803,-2.239,0.028
norefined,s,-2.340,"[-5.063, 0.383]",2.723,-1.715,0.091
norefined,k0,-1.954,"[-4.585, 0.677]",2.631,-1.482,0.143
norefined,k1,-0.192,"[-1.542, 1.157]",1.350,-0.284,0.777
norefined,k2,-0.323,"[-1.766, 1.119]",1.442,-0.447,0.656
norefined,k3,0.218,"[-1.275, 1.71]",1.493,0.291,0.772
norefined,k4,-1.963,"[-4.205, 0.279]",2.242,-1.748,0.085
norefined,k5,-0.678,"[-2.007, 0.651]",1.329,-1.018,0.312
refined,tt,-0.933,"[-1.325, -0.541]",0.392,-4.750,0.000
refined,c,-6.207,"[-8.599, -3.814]",2.393,-5.178,0.000
refined,s,-2.839,"[-4.01, -1.668]",1.171,-4.840,0.000
refined,k0,-0.342,"[-0.805, 0.12]",0.463,-1.477,0.144
refined,k1,0.052,"[-0.468, 0.571]",0.519,0.199,0.843
refined,k2,0.495,"[-0.054, 1.044]",0.549,1.799,0.077
refined,k3,0.125,"[-0.37, 0.619]",0.494,0.503,0.617
refined,k4,-0.224,"[-0.745, 0.298]",0.522,-0.856,0.395
refined,k5,0.117,"[-0.411, 0.644]",0.527,0.442,0.660
