stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.889,"[-1.727, -0.05]",0.839,-2.116,0.038
norefined,c,-7.600,"[-14.186, -1.014]",6.586,-2.303,0.024
norefined,s,-2.336,"[-4.705, 0.034]",2.369,-1.968,0.053
norefined,k0,-1.969,"[-4.741, 0.803]",2.772,-1.418,0.161
norefined,k1,-0.151,"[-1.41, 1.109]",1.259,-0.239,0.812
norefined,k2,-0.499,"[-1.908, 0.911]",1.410,-0.706,0.483
norefined,k3,0.146,"[-1.051, 1.343]",1.197,0.243,0.809
norefined,k4,-2.059,"[-4.551, 0.434]",2.492,-1.649,0.104
norefined,k5,-0.748,"[-2.194, 0.698]",1.446,-1.033,0.306
refined,tt,-0.764,"[-1.025, -0.502]",0.262,-5.822,0.000
refined,c,-4.381,"[-5.826, -2.937]",1.444,-6.054,0.000
refined,s,-2.228,"[-2.984, -1.472]",0.756,-5.882,0.000
refined,k0,-0.062,"[-0.445, 0.322]",0.384,-0.322,0.749
refined,k1,0.252,"[-0.157, 0.661]",0.409,1.231,0.223
refined,k2,-0.354,"[-0.839, 0.13]",0.485,-1.460,0.149
refined,k3,-0.394,"[-0.833, 0.046]",0.440,-1.789,0.078
refined,k4,-0.290,"[-0.734, 0.154]",0.444,-1.302,0.197
refined,k5,-0.022,"[-0.526, 0.482]",0.504,-0.087,0.931
