stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.869,"[-1.279, -0.459]",0.410,-3.554,0.001
norefined,c,-4.520,"[-6.674, -2.366]",2.154,-3.519,0.001
norefined,s,-1.541,"[-2.343, -0.74]",0.802,-3.225,0.002
norefined,k0,-0.955,"[-1.832, -0.078]",0.877,-1.827,0.074
norefined,k1,0.744,"[-0.264, 1.752]",1.008,1.237,0.222
norefined,k2,0.736,"[0.068, 1.404]",0.668,1.849,0.071
norefined,k3,-1.457,"[-2.755, -0.16]",1.297,-1.884,0.066
norefined,k4,0.129,"[-0.455, 0.713]",0.584,0.371,0.713
norefined,k5,0.392,"[-0.722, 1.507]",1.114,0.590,0.558
refined,tt,-0.835,"[-1.096, -0.573]",0.261,-5.360,0.000
refined,c,-4.579,"[-6.045, -3.112]",1.467,-5.237,0.000
refined,s,-2.635,"[-3.508, -1.762]",0.873,-5.061,0.000
refined,k0,-0.112,"[-0.53, 0.306]",0.418,-0.450,0.655
refined,k1,-0.378,"[-0.971, 0.216]",0.593,-1.068,0.291
refined,k2,-0.133,"[-0.666, 0.4]",0.533,-0.418,0.678
refined,k3,0.316,"[-0.38, 1.012]",0.696,0.761,0.450
refined,k4,0.002,"[-0.363, 0.367]",0.365,0.009,0.993
refined,k5,-0.275,"[-1.02, 0.471]",0.745,-0.618,0.540
