stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.745,"[-1.06, -0.429]",0.315,-3.937,0.000
norefined,c,-5.915,"[-8.158, -3.673]",2.243,-4.399,0.000
norefined,s,-2.541,"[-3.544, -1.539]",1.002,-4.228,0.000
norefined,k0,-0.077,"[-0.806, 0.653]",0.729,-0.175,0.861
norefined,k1,-0.352,"[-1.099, 0.394]",0.747,-0.787,0.434
norefined,k2,-0.967,"[-1.7, -0.234]",0.733,-2.200,0.031
norefined,k3,0.394,"[-0.233, 1.022]",0.628,1.048,0.298
norefined,k4,-0.897,"[-1.604, -0.191]",0.707,-2.118,0.038
norefined,k5,-0.096,"[-0.623, 0.432]",0.527,-0.303,0.763
refined,tt,-0.954,"[-1.216, -0.692]",0.262,-6.070,0.000
refined,c,-5.732,"[-7.356, -4.108]",1.624,-5.887,0.000
refined,s,-2.884,"[-3.673, -2.096]",0.788,-6.104,0.000
refined,k0,0.040,"[-0.423, 0.503]",0.463,0.144,0.886
refined,k1,0.464,"[0.009, 0.919]",0.455,1.702,0.093
refined,k2,-0.203,"[-0.63, 0.224]",0.427,-0.792,0.431
refined,k3,-0.224,"[-0.659, 0.211]",0.435,-0.859,0.393
refined,k4,0.241,"[-0.128, 0.609]",0.368,1.089,0.280
refined,k5,0.262,"[-0.073, 0.596]",0.334,1.306,0.196
