stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,74.884,1.765,0.000,0,9,2442602361.133,162398939.736,57
refined,236.262,1.765,0.000,0,9,2442602361.133,53921621.166,57
