stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.684,-4.322,-3.416,-1.600,1.020,-0.821,1.101,0.169,0.075,476674305.989,1584,0,0,0.158
norefined,2,-1.137,-4.377,-3.282,-1.606,0.977,-0.769,1.026,0.068,0.014,193191661.888,1584,0,0,0.260
norefined,3,-1.442,-4.536,-3.069,-1.510,0.972,-0.632,0.901,-0.134,-0.032,256079666.451,1584,0,0,0.318
norefined,4,-0.958,-4.616,-3.151,-1.503,1.006,-0.602,0.910,-0.143,-0.008,172742954.231,1584,0,0,0.208
norefined,5,-1.399,-4.649,-3.019,-1.436,0.962,-0.539,0.815,-0.271,-0.034,215290802.677,1584,0,0,0.301
norefined,6,-0.915,-4.727,-3.100,-1.431,0.996,-0.512,0.825,-0.278,-0.010,154794725.659,1584,0,0,0.193
norefined,7,-1.365,-4.747,-2.975,-1.362,0.946,-0.457,0.735,-0.392,-0.026,184365443.140,1584,0,0,0.287
norefined,8,-0.879,-4.822,-3.054,-1.357,0.980,-0.432,0.745,-0.398,-0.002,140774779.334,1584,0,0,0.182
norefined,9,-1.336,-4.832,-2.936,-1.289,0.926,-0.384,0.659,-0.499,-0.010,160519807.272,1584,0,0,0.276
norefined,10,-0.850,-4.905,-3.015,-1.285,0.959,-0.361,0.668,-0.503,0.015,129725901.042,1584,0,0,0.173
refined,11,-0.850,-4.905,-3.015,-1.285,0.959,-0.361,0.668,-0.503,0.015,129725901.042,1584,0,0,0.173
refined,12,-0.682,-3.615,-1.532,-0.140,0.511,0.104,-0.675,-0.314,1.022,104511916.849,1584,0,0,0.189
refined,13,-0.784,-4.333,-2.084,-0.490,0.642,-0.004,-0.261,-0.554,0.797,34114633.944,1584,0,0,0.181
refined,14,-0.825,-4.607,-2.260,-0.501,0.526,-0.031,-0.185,-0.511,0.629,31704899.026,1584,0,0,0.179
refined,15,-0.842,-4.739,-2.319,-0.488,0.484,-0.019,-0.196,-0.478,0.615,31626997.919,1584,0,0,0.178
refined,16,-0.850,-4.800,-2.342,-0.484,0.468,-0.015,-0.204,-0.466,0.612,31613364.528,1584,0,0,0.177
refined,17,-0.853,-4.828,-2.352,-0.483,0.460,-0.013,-0.207,-0.461,0.610,31610476.024,1584,0,0,0.177
refined,18,-0.854,-4.841,-2.357,-0.482,0.457,-0.012,-0.209,-0.459,0.610,31609860.999,1584,0,0,0.176
refined,19,-0.855,-4.847,-2.359,-0.482,0.455,-0.012,-0.210,-0.457,0.609,31609730.021,1584,0,0,0.176
refined,20,-0.855,-4.850,-2.360,-0.482,0.454,-0.012,-0.210,-0.457,0.609,31609702.130,1584,0,0,0.176
