stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,87.606,1.727,0.000,0,9,3083172878.341,241478030.423,76
refined,153.596,1.727,0.000,0,9,3083172878.341,142526024.351,76
