stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.767,"[-1.417, -0.116]",0.650,-1.966,0.053
norefined,c,-5.293,"[-9.169, -1.418]",3.875,-2.278,0.026
norefined,s,-2.397,"[-4.305, -0.49]",1.907,-2.096,0.040
norefined,k0,0.296,"[-0.483, 1.074]",0.779,0.633,0.529
norefined,k1,-0.210,"[-0.988, 0.567]",0.778,-0.451,0.653
norefined,k2,1.234,"[-0.28, 2.748]",1.514,1.360,0.178
norefined,k3,-0.148,"[-1.058, 0.763]",0.911,-0.271,0.787
norefined,k4,0.272,"[-0.953, 1.496]",1.225,0.370,0.713
norefined,k5,-0.945,"[-2.148, 0.258]",1.203,-1.310,0.195
refined,tt,-0.543,"[-0.87, -0.215]",0.328,-2.763,0.007
refined,c,-3.529,"[-5.452, -1.605]",1.924,-3.060,0.003
refined,s,-1.510,"[-2.33, -0.69]",0.820,-3.072,0.003
refined,k0,0.035,"[-0.502, 0.572]",0.537,0.109,0.914
refined,k1,0.121,"[-0.353, 0.595]",0.474,0.427,0.671
refined,k2,0.987,"[0.071, 1.904]",0.917,1.797,0.077
refined,k3,0.000,"[-0.562, 0.562]",0.562,0.001,0.999
refined,k4,-0.701,"[-1.497, 0.096]",0.797,-1.467,0.147
refined,k5,0.058,"[-0.624, 0.74]",0.682,0.142,0.887
