stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.177,"[-2.001, -0.353]",0.824,-2.383,0.020
norefined,c,-5.076,"[-8.225, -1.926]",3.150,-2.688,0.009
norefined,s,-2.622,"[-4.207, -1.038]",1.585,-2.760,0.007
norefined,k0,0.362,"[-0.464, 1.189]",0.827,0.731,0.467
norefined,k1,-0.030,"[-0.811, 0.75]",0.781,-0.065,0.948
norefined,k2,0.814,"[-0.386, 2.015]",1.201,1.131,0.262
norefined,k3,-0.327,"[-1.2, 0.545]",0.872,-0.626,0.534
norefined,k4,0.970,"[-0.395, 2.335]",1.365,1.186,0.240
norefined,k5,-1.506,"[-2.737, -0.274]",1.232,-2.039,0.045
refined,tt,-0.998,"[-1.652, -0.344]",0.654,-2.545,0.013
refined,c,-5.543,"[-8.929, -2.156]",3.387,-2.730,0.008
refined,s,-3.011,"[-4.919, -1.104]",1.908,-2.633,0.011
refined,k0,-0.056,"[-0.7, 0.589]",0.645,-0.144,0.886
refined,k1,0.158,"[-0.46, 0.776]",0.618,0.427,0.671
refined,k2,0.306,"[-0.704, 1.315]",1.009,0.505,0.615
refined,k3,-0.072,"[-0.88, 0.736]",0.808,-0.149,0.882
refined,k4,0.507,"[-0.435, 1.45]",0.942,0.897,0.373
refined,k5,-0.525,"[-1.514, 0.463]",0.989,-0.886,0.379
