stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.242,"[-1.979, -0.504]",0.737,-2.824,0.007
norefined,c,-6.354,"[-10.416, -2.293]",4.062,-2.624,0.012
norefined,s,-3.532,"[-5.601, -1.463]",2.069,-2.863,0.006
norefined,k0,-1.043,"[-2.141, 0.054]",1.098,-1.594,0.117
norefined,k1,0.624,"[-0.506, 1.754]",1.130,0.926,0.359
norefined,k2,1.420,"[-0.117, 2.956]",1.537,1.550,0.128
norefined,k3,0.017,"[-1.522, 1.556]",1.539,0.018,0.985
norefined,k4,0.570,"[-0.532, 1.673]",1.103,0.868,0.390
norefined,k5,-0.989,"[-2.29, 0.313]",1.302,-1.274,0.209
refined,tt,-0.614,"[-0.773, -0.455]",0.159,-6.472,0.000
refined,c,-4.016,"[-5.134, -2.897]",1.118,-6.022,0.000
refined,s,-1.949,"[-2.424, -1.473]",0.476,-6.872,0.000
refined,k0,-0.092,"[-0.4, 0.217]",0.309,-0.498,0.621
refined,k1,0.003,"[-0.319, 0.325]",0.322,0.014,0.989
refined,k2,0.475,"[0.012, 0.938]",0.463,1.722,0.091
refined,k3,0.397,"[-0.032, 0.827]",0.429,1.552,0.127
refined,k4,0.256,"[-0.159, 0.672]",0.415,1.034,0.306
refined,k5,0.181,"[-0.153, 0.516]",0.334,0.911,0.367
