stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.279,"[-2.256, -0.303]",0.976,-2.226,0.034
norefined,c,-6.294,"[-11.02, -1.568]",4.726,-2.263,0.031
norefined,s,-3.618,"[-6.196, -1.039]",2.578,-2.384,0.024
norefined,k0,-1.215,"[-2.716, 0.286]",1.501,-1.375,0.180
norefined,k1,0.583,"[-0.792, 1.957]",1.374,0.720,0.477
norefined,k2,1.222,"[-0.501, 2.945]",1.723,1.205,0.238
norefined,k3,0.018,"[-1.694, 1.729]",1.711,0.017,0.986
norefined,k4,0.309,"[-0.771, 1.388]",1.080,0.486,0.631
norefined,k5,-1.129,"[-2.764, 0.506]",1.635,-1.173,0.250
refined,tt,-0.534,"[-0.741, -0.327]",0.207,-4.387,0.000
refined,c,-3.530,"[-4.987, -2.073]",1.457,-4.117,0.000
refined,s,-1.880,"[-2.557, -1.203]",0.677,-4.718,0.000
refined,k0,-0.294,"[-0.809, 0.222]",0.515,-0.968,0.341
refined,k1,-0.018,"[-0.474, 0.439]",0.457,-0.066,0.948
refined,k2,0.114,"[-0.465, 0.693]",0.579,0.333,0.741
refined,k3,-0.072,"[-0.674, 0.53]",0.602,-0.203,0.841
refined,k4,-0.098,"[-0.58, 0.385]",0.483,-0.343,0.734
refined,k5,0.151,"[-0.309, 0.611]",0.460,0.557,0.582
