stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.179,"[-3.719, 1.36]",2.540,-0.842,0.420
norefined,c,-6.347,"[-21.072, 8.379]",14.726,-0.781,0.453
norefined,s,-3.385,"[-11.401, 4.631]",8.016,-0.765,0.462
norefined,k0,-1.073,"[-3.667, 1.521]",2.594,-0.750,0.471
norefined,k1,0.790,"[-3.036, 4.617]",3.826,0.374,0.716
norefined,k2,1.404,"[-2.415, 5.224]",3.819,0.666,0.520
norefined,k3,-0.025,"[-4.369, 4.318]",4.343,-0.011,0.992
norefined,k4,0.671,"[-4.145, 5.488]",4.816,0.253,0.806
norefined,k5,-1.101,"[-4.623, 2.42]",3.522,-0.567,0.583
refined,tt,-0.870,"[-3.583, 1.843]",2.713,-0.581,0.574
refined,c,-5.210,"[-21.097, 10.678]",15.887,-0.594,0.565
refined,s,-2.451,"[-9.666, 4.765]",7.216,-0.616,0.552
refined,k0,0.526,"[-1.287, 2.339]",1.813,0.526,0.610
refined,k1,-0.662,"[-2.956, 1.632]",2.294,-0.523,0.612
refined,k2,-0.592,"[-3.56, 2.376]",2.968,-0.362,0.725
refined,k3,-0.148,"[-2.519, 2.223]",2.371,-0.113,0.912
refined,k4,-0.137,"[-2.656, 2.381]",2.518,-0.099,0.923
refined,k5,0.682,"[-2.345, 3.71]",3.028,0.409,0.692
