stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.331,-6.096,-3.487,-1.305,1.321,1.876,0.121,0.773,-1.038,1975749646.049,-0.054
norefined,2,-0.140,-6.123,-3.513,-1.372,1.266,1.792,0.047,0.724,-1.105,839620251.767,0.023
norefined,3,-0.626,-6.131,-3.521,-1.389,1.226,1.713,-0.008,0.687,-1.142,271288186.740,0.102
norefined,4,-1.114,-6.124,-3.495,-1.388,1.160,1.643,-0.035,0.668,-1.155,136878897.371,0.182
norefined,5,-0.723,-6.211,-3.592,-1.336,0.959,1.526,-0.016,0.519,-1.122,187002339.142,0.116
norefined,6,-1.214,-6.198,-3.549,-1.331,0.904,1.465,-0.035,0.503,-1.124,125671233.627,0.196
norefined,7,-0.762,-6.264,-3.642,-1.282,0.780,1.396,0.005,0.413,-1.130,158687394.987,0.122
norefined,8,-1.252,-6.249,-3.589,-1.274,0.731,1.336,-0.011,0.399,-1.127,117026481.982,0.200
norefined,9,-0.789,-6.310,-3.678,-1.226,0.628,1.280,0.033,0.321,-1.136,140961627.443,0.125
norefined,10,-1.279,-6.294,-3.618,-1.215,0.583,1.222,0.018,0.309,-1.129,110173091.182,0.203
refined,11,-1.279,-6.294,-3.618,-1.215,0.583,1.222,0.018,0.309,-1.129,110173091.182,0.203
refined,12,-0.461,-3.516,-1.700,-0.017,-0.857,-0.087,0.102,-0.356,0.369,100718727.101,0.131
refined,13,-0.476,-2.989,-1.659,-0.224,0.171,0.043,-0.019,-0.047,0.137,49887039.364,0.159
refined,14,-0.495,-3.237,-1.751,-0.211,0.006,0.135,-0.123,-0.072,0.144,46978361.874,0.153
refined,15,-0.509,-3.358,-1.801,-0.248,-0.009,0.131,-0.112,-0.083,0.147,46879181.331,0.152
refined,16,-0.520,-3.431,-1.835,-0.268,-0.012,0.122,-0.096,-0.089,0.149,46848901.221,0.151
refined,17,-0.526,-3.477,-1.856,-0.280,-0.015,0.118,-0.085,-0.093,0.150,46838026.631,0.151
refined,18,-0.530,-3.504,-1.868,-0.287,-0.016,0.116,-0.078,-0.095,0.150,46834178.656,0.151
refined,19,-0.533,-3.520,-1.876,-0.291,-0.017,0.114,-0.074,-0.097,0.151,46832836.789,0.151
refined,20,-0.534,-3.530,-1.880,-0.294,-0.018,0.114,-0.072,-0.098,0.151,46832373.333,0.151
