attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.208,"[-2.162, -0.254]",0.954,-2.113,0.038,9.969,ngd,72,378268120.106,0.195,-1.000,-0.208,0,0,fn
c,-7.083,"[-12.766, -1.399]",5.684,-2.078,0.041,9.969,ngd,72,378268120.106,0.195,-6.000,-1.083,0,0,fn
s,-4.801,"[-8.045, -1.557]",3.244,-2.468,0.016,9.969,ngd,72,378268120.106,0.195,-3.000,-1.801,0,0,fn
k0,-1.326,"[-3.177, 0.525]",1.851,-1.195,0.236,9.969,ngd,72,378268120.106,0.195,0.000,-1.326,0,0,fp
k1,-0.336,"[-2.269, 1.597]",1.933,-0.290,0.773,9.969,ngd,72,378268120.106,0.195,0.000,-0.336,0,0,fp
k2,-0.375,"[-1.697, 0.947]",1.322,-0.473,0.638,9.969,ngd,72,378268120.106,0.195,0.000,-0.375,0,0,fp
k3,-0.213,"[-1.617, 1.191]",1.404,-0.253,0.801,9.969,ngd,72,378268120.106,0.195,0.000,-0.213,0,0,fp
k4,1.462,"[-0.238, 3.162]",1.700,1.434,0.156,9.969,ngd,72,378268120.106,0.195,0.000,1.462,0,0,fp
k5,0.996,"[-0.339, 2.332]",1.335,1.244,0.218,9.969,ngd,72,378268120.106,0.195,0.000,0.996,0,0,fp
vot,0.171,,,,,9.969,ngd,72,378268120.106,0.195,0.167,0.004,0,0,fn
tt,-2.206,"[-5.177, 0.765]",2.971,-1.239,0.220,10.531,lm,72,743975845.591,0.273,-1.000,-1.206,1,0,fn
c,-6.633,"[-16.244, 2.979]",9.612,-1.151,0.254,10.531,lm,72,743975845.591,0.273,-6.000,-0.633,1,0,fn
s,-4.989,"[-11.412, 1.435]",6.424,-1.295,0.200,10.531,lm,72,743975845.591,0.273,-3.000,-1.989,1,0,fn
k0,-1.283,"[-5.786, 3.22]",4.503,-0.475,0.636,10.531,lm,72,743975845.591,0.273,0.000,-1.283,0,0,fp
k1,-0.286,"[-2.542, 1.97]",2.256,-0.212,0.833,10.531,lm,72,743975845.591,0.273,0.000,-0.286,0,0,fp
k2,-0.290,"[-2.295, 1.714]",2.005,-0.241,0.810,10.531,lm,72,743975845.591,0.273,0.000,-0.290,0,0,fp
k3,-0.169,"[-2.013, 1.675]",1.844,-0.153,0.879,10.531,lm,72,743975845.591,0.273,0.000,-0.169,0,0,fp
k4,1.598,"[-1.889, 5.086]",3.487,0.764,0.447,10.531,lm,72,743975845.591,0.273,0.000,1.598,0,0,fp
k5,1.320,"[-1.159, 3.8]",2.479,0.888,0.378,10.531,lm,72,743975845.591,0.273,0.000,1.320,0,0,fp
vot,0.333,,,,,10.531,lm,72,743975845.591,0.273,0.167,0.166,0,0,fn
tt,-0.829,"[-1.178, -0.481]",0.348,-3.971,0.000,20.380,ngd+lm,72,190877276.081,0.138,-1.000,0.171,0,0,fn
c,-5.256,"[-7.53, -2.983]",2.273,-3.856,0.000,20.380,ngd+lm,72,190877276.081,0.138,-6.000,0.744,0,0,fn
s,-2.381,"[-3.333, -1.43]",0.952,-4.174,0.000,20.380,ngd+lm,72,190877276.081,0.138,-3.000,0.619,0,0,fn
k0,0.159,"[-0.468, 0.785]",0.626,0.422,0.674,20.380,ngd+lm,72,190877276.081,0.138,0.000,0.159,0,0,fp
k1,-0.639,"[-1.285, 0.007]",0.646,-1.651,0.103,20.380,ngd+lm,72,190877276.081,0.138,0.000,-0.639,0,0,fp
k2,-0.047,"[-0.53, 0.435]",0.482,-0.164,0.870,20.380,ngd+lm,72,190877276.081,0.138,0.000,-0.047,0,0,fp
k3,0.231,"[-0.4, 0.862]",0.631,0.611,0.543,20.380,ngd+lm,72,190877276.081,0.138,0.000,0.231,0,0,fp
k4,0.077,"[-0.486, 0.639]",0.563,0.227,0.821,20.380,ngd+lm,72,190877276.081,0.138,0.000,0.077,0,0,fp
k5,-0.476,"[-1.055, 0.104]",0.580,-1.368,0.176,20.380,ngd+lm,72,190877276.081,0.138,0.000,-0.476,0,0,fp
vot,0.158,,,,,20.380,ngd+lm,72,190877276.081,0.138,0.167,-0.009,0,0,fn
