stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,32.117,1.727,0.000,76,0,9,3389222012.066,637767875.839
refined,49.293,1.727,0.000,76,0,9,3389222012.066,444694705.959
