stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,56.739,1.727,0.000,76,0,9,2981943955.649,345867063.904
refined,71.899,1.727,0.000,76,0,9,2981943955.649,279781907.684
