stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.379,"[-2.801, 0.044]",1.423,-1.617,0.111
norefined,c,-7.000,"[-13.756, -0.243]",6.757,-1.728,0.089
norefined,s,-3.387,"[-6.771, -0.002]",3.385,-1.669,0.100
norefined,k0,0.747,"[-1.607, 3.102]",2.354,0.530,0.598
norefined,k1,-0.701,"[-3.052, 1.651]",2.352,-0.497,0.621
norefined,k2,-1.056,"[-2.631, 0.519]",1.575,-1.118,0.268
norefined,k3,-0.162,"[-1.616, 1.292]",1.454,-0.186,0.853
norefined,k4,0.165,"[-1.769, 2.1]",1.934,0.143,0.887
norefined,k5,0.336,"[-1.223, 1.896]",1.560,0.360,0.720
refined,tt,-0.675,"[-1.171, -0.179]",0.496,-2.269,0.026
refined,c,-4.089,"[-6.631, -1.547]",2.542,-2.683,0.009
refined,s,-2.107,"[-3.511, -0.704]",1.403,-2.504,0.015
refined,k0,1.124,"[-0.26, 2.508]",1.384,1.355,0.180
refined,k1,-0.358,"[-1.489, 0.774]",1.131,-0.528,0.600
refined,k2,-0.066,"[-0.854, 0.722]",0.788,-0.140,0.889
refined,k3,-0.048,"[-0.789, 0.693]",0.741,-0.108,0.914
refined,k4,0.283,"[-0.516, 1.082]",0.799,0.590,0.557
refined,k5,0.234,"[-0.708, 1.177]",0.943,0.415,0.680
