stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,23.808,1.727,0.000,0,9,3580746634.395,852949813.864,76
refined,27.064,1.727,0.000,0,9,3580746634.395,772471957.113,76
