attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.741,"[-1.027, -0.455]",0.286,-4.318,0.000,54.212,ngd,62,161752980.615,0.130,-1.000,0.259,0,0,fn
c,-5.725,"[-7.945, -3.506]",2.219,-4.298,0.000,54.212,ngd,62,161752980.615,0.130,-6.000,0.275,0,0,fn
s,-2.962,"[-4.025, -1.899]",1.063,-4.641,0.000,54.212,ngd,62,161752980.615,0.130,-3.000,0.038,0,0,fn
vot,0.129,,,,,54.212,ngd,62,161752980.615,0.130,0.167,-0.037,0,0,fn
tt,-0.787,"[-1.063, -0.511]",0.276,-4.750,0.000,55.957,lm,62,155702746.530,0.127,-1.000,0.213,0,0,fn
c,-5.240,"[-7.064, -3.416]",1.824,-4.786,0.000,55.957,lm,62,155702746.530,0.127,-6.000,0.760,0,0,fn
s,-2.610,"[-3.43, -1.79]",0.820,-5.304,0.000,55.957,lm,62,155702746.530,0.127,-3.000,0.390,0,0,fn
vot,0.150,,,,,55.957,lm,62,155702746.530,0.127,0.167,-0.017,0,0,fn
tt,-0.793,"[-1.067, -0.519]",0.274,-4.818,0.000,110.722,ngd+lm,62,155581089.410,0.127,-1.000,0.207,0,0,fn
c,-5.256,"[-7.068, -3.445]",1.811,-4.835,0.000,110.722,ngd+lm,62,155581089.410,0.127,-6.000,0.744,0,0,fn
s,-2.632,"[-3.446, -1.817]",0.815,-5.381,0.000,110.722,ngd+lm,62,155581089.410,0.127,-3.000,0.368,0,0,fn
vot,0.151,,,,,110.722,ngd+lm,62,155581089.410,0.127,0.167,-0.016,0,0,fn
