stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,53.842,1.727,0.000,0,9,3243244167.897,393958061.099,76
refined,86.125,1.727,0.000,0,9,3243244167.897,258035093.801,76
