stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,63.835,2.023,0.000,76,0,9,2392064782.894,249828806.202
refined,89.131,2.023,0.000,76,0,9,2392064782.894,184390137.653
