stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,82.273,2.023,0.000,76,0,9,4223835394.797,350480904.471
refined,84.511,2.023,0.000,76,0,9,4223835394.797,341948441.770
