stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.617,-6.164,-3.013,-0.577,1.101,0.255,0.528,-0.689,1.472,1115087637.807,0.100
norefined,2,-1.078,-6.173,-2.956,-0.590,0.986,0.182,0.426,-0.697,1.398,895011053.156,0.175
norefined,3,-0.695,-6.287,-2.956,-0.562,0.732,0.148,0.364,-0.689,1.258,919922444.069,0.111
norefined,4,-1.165,-6.280,-2.890,-0.537,0.615,0.101,0.305,-0.669,1.196,865251026.282,0.186
norefined,5,-0.692,-6.353,-2.929,-0.499,0.507,0.142,0.327,-0.629,1.148,880795962.741,0.109
norefined,6,-1.167,-6.333,-2.871,-0.458,0.398,0.105,0.287,-0.596,1.088,845070874.043,0.184
norefined,7,-0.687,-6.393,-2.924,-0.417,0.329,0.158,0.320,-0.545,1.061,856575473.630,0.107
norefined,8,-1.165,-6.363,-2.876,-0.370,0.230,0.127,0.289,-0.507,1.003,830015892.939,0.183
norefined,9,-0.683,-6.413,-2.940,-0.330,0.188,0.182,0.325,-0.451,0.990,839361421.512,0.106
norefined,10,-1.163,-6.377,-2.897,-0.283,0.099,0.153,0.297,-0.414,0.936,818587550.125,0.182
refined,11,-1.163,-6.377,-2.897,-0.283,0.099,0.153,0.297,-0.414,0.936,818587550.125,0.182
refined,12,-0.476,-3.733,-2.190,0.561,-0.620,-0.246,0.272,0.583,0.776,720301839.895,0.128
refined,13,-0.336,-2.195,-1.125,0.085,-0.107,0.036,0.012,0.314,0.403,667226069.322,0.153
refined,14,-0.241,-1.790,-0.952,0.152,-0.151,0.059,0.031,0.296,0.372,630772232.675,0.135
refined,15,-0.200,-1.460,-0.755,0.093,-0.104,0.095,0.009,0.258,0.305,610950421.564,0.137
refined,16,-0.182,-1.322,-0.677,0.074,-0.105,0.122,0.020,0.243,0.289,604678891.594,0.138
refined,17,-0.175,-1.263,-0.643,0.065,-0.105,0.132,0.024,0.239,0.279,603348034.127,0.139
refined,18,-0.172,-1.239,-0.629,0.060,-0.106,0.137,0.027,0.237,0.276,603102916.324,0.139
refined,19,-0.171,-1.229,-0.624,0.059,-0.106,0.138,0.028,0.237,0.274,603060195.548,0.139
refined,20,-0.171,-1.225,-0.621,0.058,-0.106,0.139,0.028,0.236,0.273,603052905.209,0.139
