stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.706,"[-1.153, -0.258]",0.447,-2.680,0.012
norefined,c,-5.081,"[-8.373, -1.789]",3.292,-2.622,0.014
norefined,s,-2.534,"[-4.293, -0.776]",1.759,-2.448,0.021
norefined,k0,-0.335,"[-1.386, 0.717]",1.051,-0.541,0.592
norefined,k1,-0.581,"[-1.391, 0.23]",0.810,-1.217,0.233
norefined,k2,0.114,"[-0.686, 0.915]",0.801,0.243,0.810
norefined,k3,0.550,"[-0.345, 1.444]",0.894,1.044,0.305
norefined,k4,-0.021,"[-0.842, 0.801]",0.821,-0.043,0.966
norefined,k5,0.336,"[-0.464, 1.136]",0.800,0.714,0.481
refined,tt,-0.787,"[-1.171, -0.403]",0.384,-3.484,0.002
refined,c,-4.915,"[-7.406, -2.425]",2.490,-3.353,0.002
refined,s,-2.470,"[-3.72, -1.22]",1.250,-3.357,0.002
refined,k0,-0.447,"[-1.214, 0.32]",0.767,-0.991,0.330
refined,k1,0.276,"[-0.254, 0.807]",0.531,0.885,0.383
refined,k2,0.345,"[-0.195, 0.886]",0.540,1.087,0.286
refined,k3,0.473,"[-0.168, 1.115]",0.641,1.254,0.220
refined,k4,-0.518,"[-1.115, 0.079]",0.597,-1.473,0.151
refined,k5,-0.096,"[-0.677, 0.484]",0.581,-0.282,0.780
