attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-5.903,"[-34.702, 22.895]",28.799,-0.372,0.718,37,0.250,8866202.147,0.059,-1.000,-4.903,1,0,fn
c,-31.705,"[-186.956, 123.545]",155.250,-0.370,0.719,37,0.250,8866202.147,0.059,-6.000,-25.705,1,0,fn
s,-19.063,"[-116.212, 78.085]",97.149,-0.356,0.729,37,0.250,8866202.147,0.059,-3.000,-16.063,1,0,fn
k0,-2.753,"[-31.696, 26.191]",28.943,-0.172,0.867,37,0.250,8866202.147,0.059,0.000,-2.753,0,0,fp
k1,0.770,"[-9.455, 10.994]",10.224,0.136,0.894,37,0.250,8866202.147,0.059,0.000,0.770,0,0,fp
k2,-1.632,"[-10.579, 7.315]",8.947,-0.331,0.748,37,0.250,8866202.147,0.059,0.000,-1.632,0,0,fp
k3,0.702,"[-7.244, 8.647]",7.946,0.160,0.876,37,0.250,8866202.147,0.059,0.000,0.702,0,0,fp
k4,-1.602,"[-22.296, 19.091]",20.694,-0.140,0.891,37,0.250,8866202.147,0.059,0.000,-1.602,0,0,fp
k5,-0.163,"[-3.076, 2.751]",2.914,-0.101,0.921,37,0.250,8866202.147,0.059,0.000,-0.163,0,0,fp
vot,0.186,,,,,37,0.250,8866202.147,0.059,0.167,0.020,0,0,fn
tt,-0.787,"[-1.171, -0.403]",0.384,-3.484,0.002,37,0.500,36621500.075,0.084,-1.000,0.213,0,0,fn
c,-4.915,"[-7.406, -2.425]",2.490,-3.353,0.002,37,0.500,36621500.075,0.084,-6.000,1.085,0,0,fn
s,-2.470,"[-3.72, -1.22]",1.250,-3.357,0.002,37,0.500,36621500.075,0.084,-3.000,0.530,0,0,fn
k0,-0.447,"[-1.214, 0.32]",0.767,-0.991,0.330,37,0.500,36621500.075,0.084,0.000,-0.447,0,0,fp
k1,0.276,"[-0.254, 0.807]",0.531,0.885,0.383,37,0.500,36621500.075,0.084,0.000,0.276,0,0,fp
k2,0.345,"[-0.195, 0.886]",0.540,1.087,0.286,37,0.500,36621500.075,0.084,0.000,0.345,0,0,fp
k3,0.473,"[-0.168, 1.115]",0.641,1.254,0.220,37,0.500,36621500.075,0.084,0.000,0.473,0,0,fp
k4,-0.518,"[-1.115, 0.079]",0.597,-1.473,0.151,37,0.500,36621500.075,0.084,0.000,-0.518,0,0,fp
k5,-0.096,"[-0.677, 0.484]",0.581,-0.282,0.780,37,0.500,36621500.075,0.084,0.000,-0.096,0,0,fp
vot,0.160,,,,,37,0.500,36621500.075,0.084,0.167,-0.007,0,0,fn
tt,-0.857,"[-1.093, -0.621]",0.236,-6.099,0.000,37,0.750,55398416.999,0.090,-1.000,0.143,0,0,fn
c,-5.660,"[-7.234, -4.086]",1.574,-6.031,0.000,37,0.750,55398416.999,0.090,-6.000,0.340,0,0,fn
s,-2.755,"[-3.545, -1.965]",0.790,-5.846,0.000,37,0.750,55398416.999,0.090,-3.000,0.245,0,0,fn
k0,-0.159,"[-0.863, 0.545]",0.704,-0.380,0.706,37,0.750,55398416.999,0.090,0.000,-0.159,0,0,fp
k1,-0.341,"[-0.804, 0.122]",0.463,-1.237,0.222,37,0.750,55398416.999,0.090,0.000,-0.341,0,0,fp
k2,0.075,"[-0.368, 0.518]",0.443,0.282,0.779,37,0.750,55398416.999,0.090,0.000,0.075,0,0,fp
k3,0.157,"[-0.34, 0.653]",0.496,0.529,0.599,37,0.750,55398416.999,0.090,0.000,0.157,0,0,fp
k4,-0.327,"[-0.798, 0.144]",0.471,-1.164,0.250,37,0.750,55398416.999,0.090,0.000,-0.327,0,0,fp
k5,0.407,"[-0.011, 0.824]",0.417,1.634,0.109,37,0.750,55398416.999,0.090,0.000,0.407,0,0,fp
vot,0.151,,,,,37,0.750,55398416.999,0.090,0.167,-0.015,0,0,fn
