stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,50.411,1.727,0.000,0,9,2997071220.457,385644164.911,76
refined,74.323,1.727,0.000,0,9,2997071220.457,272864699.371,76
