link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1898.4,1328.7,1802.0,1374.7,1567.1,1540.7,1556.1,1575.4,1573.9,1560.0,1617.3,1555.5,1386.2,1247.3,1120.1,1085.9,1069.7,1052.5,1031.2,1027.7
"(61, 93, '0')",0,,530.6,693.9,785.3,749.2,776.5,782.6,778.7,779.8,773.3,775.5,782.5,798.7,645.5,633.6,590.5,572.2,567.1,564.3,559.1,556.2
"(61, 51, '0')",0,,1048.6,885.4,794.0,830.0,802.7,796.6,800.5,799.4,805.9,803.7,796.7,780.6,933.7,945.7,988.7,1007.0,1012.1,1014.9,1020.1,1023.0
"(57, 51, '0')",0,,692.0,300.7,296.2,336.6,367.0,381.3,388.1,374.2,384.4,376.6,381.4,442.5,424.9,415.2,403.0,377.8,368.3,375.3,377.6,377.1
"(708, 9, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(319, 9, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(708, 738, '0')",0,,759.9,1069.8,1355.0,1104.8,1180.3,1180.7,1163.4,1200.6,1170.5,1181.3,1178.4,1018.8,1048.4,1038.6,969.0,925.2,893.7,876.0,851.1,836.0
"(708, 733, '0')",0,,1162.8,923.7,1236.1,880.9,948.7,949.9,940.0,954.8,941.0,935.8,981.9,887.8,818.9,705.1,598.3,544.5,512.2,491.1,465.3,454.3
"(1556, 1731, '0')",0,,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6
"(160, 95, '0')",0,,2631.2,1427.6,1406.1,1417.2,1441.0,1433.2,1468.7,1461.4,1503.9,1484.7,1508.1,1719.3,1620.6,1552.6,1532.7,1509.8,1478.4,1451.0,1415.2,1404.0
"(2, 43, '0')",1,2642.0,2192.8,1315.1,1460.8,1351.1,1372.0,1366.1,1371.1,1373.6,1381.4,1380.7,1375.1,1385.0,1592.3,1460.9,1360.7,1318.1,1302.6,1293.5,1290.3,1288.8
"(99, 43, '0')",1,2981.0,887.5,3330.5,3091.7,3385.7,3343.4,3332.8,3331.4,3333.2,3333.6,3338.2,3329.4,3298.9,3088.1,3200.1,3307.3,3342.7,3353.0,3363.2,3369.7,3374.1
"(369, 164, '0')",1,1840.0,567.8,388.5,438.7,275.3,292.4,301.1,300.6,292.0,283.7,273.8,288.1,246.3,357.6,366.1,359.5,381.1,380.1,378.2,373.7,372.4
"(669, 164, '0')",1,2101.0,2418.9,2222.2,1713.1,2175.9,1927.0,1841.7,1892.5,1918.6,2015.5,2040.6,1901.9,1815.7,2394.9,2427.6,2507.1,2495.2,2495.2,2500.8,2508.0,2501.3
"(3, 38, '0')",1,2001.0,1499.0,1305.4,1336.2,1291.5,1401.6,1450.0,1457.9,1472.4,1459.6,1439.3,1501.7,1479.3,1392.2,1320.0,1283.6,1258.1,1229.2,1182.5,1175.7,1172.8
"(3, 19, '0')",1,4807.0,3942.5,3664.2,3570.5,3562.1,3491.6,3434.3,3424.3,3392.3,3409.7,3412.2,3412.4,3341.5,3363.3,3381.7,3415.1,3426.1,3444.2,3488.3,3488.3,3489.8
