stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,2.025,2.023,0.050,76,0,9,1636776454.577,1286789997.576
refined,2.025,2.023,0.050,76,0,9,1636776454.577,1286789997.576
