stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.394,"[-2.17, -0.618]",0.776,-3.587,0.001
norefined,c,-5.503,"[-8.463, -2.543]",2.960,-3.711,0.000
norefined,s,-3.311,"[-5.388, -1.233]",2.078,-3.181,0.002
norefined,k0,-0.368,"[-1.414, 0.679]",1.047,-0.701,0.486
norefined,k1,-0.526,"[-1.479, 0.426]",0.953,-1.103,0.274
norefined,k2,0.465,"[-0.687, 1.617]",1.152,0.806,0.423
norefined,k3,-0.959,"[-2.518, 0.6]",1.559,-1.227,0.224
norefined,k4,-1.340,"[-2.688, 0.007]",1.348,-1.985,0.051
norefined,k5,-1.143,"[-2.258, -0.027]",1.116,-2.045,0.045
refined,tt,-0.964,"[-1.215, -0.714]",0.250,-7.700,0.000
refined,c,-5.095,"[-6.339, -3.851]",1.244,-8.176,0.000
refined,s,-2.632,"[-3.428, -1.835]",0.796,-6.596,0.000
refined,k0,-0.237,"[-0.761, 0.287]",0.524,-0.902,0.370
refined,k1,-0.436,"[-0.876, 0.004]",0.440,-1.976,0.052
refined,k2,-0.333,"[-0.932, 0.265]",0.599,-1.111,0.270
refined,k3,0.146,"[-0.398, 0.691]",0.544,0.537,0.593
refined,k4,-0.174,"[-0.647, 0.299]",0.473,-0.735,0.465
refined,k5,0.155,"[-0.424, 0.734]",0.579,0.535,0.595
