stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.285,"[-2.806, 0.236]",1.521,-1.687,0.096
norefined,c,-5.603,"[-12.3, 1.093]",6.697,-1.670,0.100
norefined,s,-3.205,"[-7.522, 1.113]",4.317,-1.482,0.143
norefined,k0,-0.529,"[-3.06, 2.001]",2.530,-0.418,0.678
norefined,k1,-0.395,"[-2.511, 1.721]",2.116,-0.373,0.711
norefined,k2,0.666,"[-2.043, 3.374]",2.708,0.491,0.625
norefined,k3,-1.018,"[-4.083, 2.047]",3.065,-0.663,0.510
norefined,k4,-1.463,"[-5.306, 2.381]",3.843,-0.760,0.450
norefined,k5,-0.883,"[-3.111, 1.344]",2.228,-0.791,0.431
refined,tt,-1.285,"[-2.806, 0.236]",1.521,-1.687,0.096
refined,c,-5.603,"[-12.3, 1.093]",6.697,-1.670,0.100
refined,s,-3.205,"[-7.522, 1.113]",4.317,-1.482,0.143
refined,k0,-0.529,"[-3.06, 2.001]",2.530,-0.418,0.678
refined,k1,-0.395,"[-2.511, 1.721]",2.116,-0.373,0.711
refined,k2,0.666,"[-2.043, 3.374]",2.708,0.491,0.625
refined,k3,-1.018,"[-4.083, 2.047]",3.065,-0.663,0.510
refined,k4,-1.463,"[-5.306, 2.381]",3.843,-0.760,0.450
refined,k5,-0.883,"[-3.111, 1.344]",2.228,-0.791,0.431
