stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.229,"[-2.148, -0.31]",0.919,-2.670,0.009
norefined,c,-5.578,"[-9.776, -1.38]",4.198,-2.652,0.010
norefined,s,-3.283,"[-6.124, -0.441]",2.841,-2.306,0.024
norefined,k0,-0.430,"[-1.929, 1.069]",1.499,-0.573,0.569
norefined,k1,-0.497,"[-1.867, 0.872]",1.370,-0.725,0.471
norefined,k2,0.643,"[-1.0, 2.287]",1.643,0.781,0.437
norefined,k3,-0.955,"[-3.02, 1.11]",2.065,-0.923,0.359
norefined,k4,-1.427,"[-3.535, 0.682]",2.109,-1.350,0.181
norefined,k5,-0.977,"[-2.442, 0.487]",1.464,-1.332,0.187
refined,tt,-1.183,"[-1.578, -0.787]",0.395,-5.970,0.000
refined,c,-7.433,"[-9.905, -4.961]",2.472,-6.002,0.000
refined,s,-3.473,"[-4.751, -2.194]",1.278,-5.422,0.000
refined,k0,-0.082,"[-0.817, 0.653]",0.735,-0.223,0.824
refined,k1,-0.122,"[-0.774, 0.531]",0.652,-0.372,0.711
refined,k2,0.311,"[-0.776, 1.398]",1.087,0.571,0.570
refined,k3,0.285,"[-0.476, 1.046]",0.761,0.747,0.458
refined,k4,-0.118,"[-0.889, 0.653]",0.771,-0.306,0.761
refined,k5,0.368,"[-0.476, 1.212]",0.844,0.870,0.387
