stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,48.239,2.023,0.000,76,0,9,3545966915.265,474068742.110
refined,68.010,2.023,0.000,76,0,9,3545966915.265,349851383.849
