stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,16.402,2.023,0.000,76,0,9,1744124327.376,544490594.533
refined,50.972,2.023,0.000,76,0,9,1744124327.376,222265707.036
