attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.193,"[-1.802, -0.585]",0.609,-3.270,0.002,39,0.150,127818248.253,0.116,-1.000,-0.193,0,0,fn
c,-7.838,"[-11.714, -3.962]",3.876,-3.373,0.001,39,0.150,127818248.253,0.116,-6.000,-1.838,0,0,fn
s,-3.589,"[-5.253, -1.924]",1.665,-3.596,0.001,39,0.150,127818248.253,0.116,-3.000,-0.589,0,0,fn
k0,-0.444,"[-1.242, 0.355]",0.799,-0.927,0.357,39,0.150,127818248.253,0.116,0.000,-0.444,0,0,fp
k1,1.086,"[0.442, 1.731]",0.644,2.811,0.006,39,0.150,127818248.253,0.116,0.000,1.086,0,1,fp
k2,0.053,"[-0.471, 0.578]",0.525,0.170,0.866,39,0.150,127818248.253,0.116,0.000,0.053,0,0,fp
k3,-0.244,"[-0.714, 0.226]",0.470,-0.865,0.390,39,0.150,127818248.253,0.116,0.000,-0.244,0,0,fp
k4,0.269,"[-0.243, 0.78]",0.511,0.877,0.384,39,0.150,127818248.253,0.116,0.000,0.269,0,0,fp
k5,-0.563,"[-1.088, -0.038]",0.525,-1.789,0.078,39,0.150,127818248.253,0.116,0.000,-0.563,0,1,fp
vot,0.152,,,,,39,0.150,127818248.253,0.116,0.167,-0.014,0,0,fn
tt,-1.053,"[-1.695, -0.41]",0.643,-2.733,0.008,39,0.200,278611130.059,0.176,-1.000,-0.053,0,0,fn
c,-6.093,"[-9.531, -2.654]",3.439,-2.955,0.004,39,0.200,278611130.059,0.176,-6.000,-0.093,0,0,fn
s,-2.963,"[-4.634, -1.292]",1.671,-2.957,0.004,39,0.200,278611130.059,0.176,-3.000,0.037,0,0,fn
k0,0.794,"[-0.036, 1.625]",0.831,1.595,0.115,39,0.200,278611130.059,0.176,0.000,0.794,0,0,fp
k1,-0.351,"[-1.043, 0.341]",0.692,-0.846,0.401,39,0.200,278611130.059,0.176,0.000,-0.351,0,0,fp
k2,-0.408,"[-1.041, 0.226]",0.634,-1.073,0.287,39,0.200,278611130.059,0.176,0.000,-0.408,0,0,fp
k3,0.261,"[-0.319, 0.841]",0.580,0.750,0.456,39,0.200,278611130.059,0.176,0.000,0.261,0,0,fp
k4,0.127,"[-0.402, 0.656]",0.529,0.400,0.691,39,0.200,278611130.059,0.176,0.000,0.127,0,0,fp
k5,-0.009,"[-0.517, 0.499]",0.508,-0.030,0.977,39,0.200,278611130.059,0.176,0.000,-0.009,0,0,fp
vot,0.173,,,,,39,0.200,278611130.059,0.176,0.167,0.006,0,0,fn
tt,-0.977,"[-1.834, -0.119]",0.858,-1.900,0.062,39,0.250,359228317.580,0.191,-1.000,0.023,0,0,fn
c,-6.686,"[-11.712, -1.661]",5.025,-2.219,0.030,39,0.250,359228317.580,0.191,-6.000,-0.686,0,0,fn
s,-3.306,"[-5.747, -0.865]",2.441,-2.259,0.027,39,0.250,359228317.580,0.191,-3.000,-0.306,0,0,fn
k0,0.085,"[-1.1, 1.27]",1.185,0.120,0.905,39,0.250,359228317.580,0.191,0.000,0.085,0,0,fp
k1,-0.552,"[-1.55, 0.445]",0.998,-0.923,0.359,39,0.250,359228317.580,0.191,0.000,-0.552,0,0,fp
k2,0.069,"[-0.727, 0.866]",0.796,0.145,0.885,39,0.250,359228317.580,0.191,0.000,0.069,0,0,fp
k3,-0.528,"[-1.268, 0.213]",0.740,-1.189,0.239,39,0.250,359228317.580,0.191,0.000,-0.528,0,0,fp
k4,0.260,"[-0.622, 1.143]",0.882,0.492,0.624,39,0.250,359228317.580,0.191,0.000,0.260,0,0,fp
k5,-0.390,"[-1.091, 0.311]",0.701,-0.929,0.356,39,0.250,359228317.580,0.191,0.000,-0.390,0,0,fp
vot,0.146,,,,,39,0.250,359228317.580,0.191,0.167,-0.021,0,0,fn
