stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,69.105,1.765,0.000,0,9,2161769605.250,154886511.572,57
refined,187.225,1.765,0.000,0,9,2161769605.250,59874951.498,57
