stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,42.900,1.857,0.000,0,9,1136577616.882,79403954.003,38
refined,82.865,1.857,0.000,0,9,1136577616.882,42541664.399,38
