attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.682,"[-0.94, -0.424]",0.258,-4.399,0.000,60.387,ngd,56,199117289.148,0.148,-1.000,0.318,0,0,fn
c,-6.405,"[-8.756, -4.053]",2.351,-4.538,0.000,60.387,ngd,56,199117289.148,0.148,-6.000,-0.405,0,0,fn
s,-3.233,"[-4.553, -1.914]",1.319,-4.083,0.000,60.387,ngd,56,199117289.148,0.148,-3.000,-0.233,0,0,fn
vot,0.106,,,,,60.387,ngd,56,199117289.148,0.148,0.167,-0.060,0,0,fn
tt,-4218.627,"[-378994.873, 370557.619]",374776.246,-0.019,0.985,102.595,lm,56,1366604921.516,0.389,-1.000,-4217.627,1,0,fn
c,4123.617,"[-361980.37, 370227.603]",366103.987,0.019,0.985,102.595,lm,56,1366604921.516,0.389,-6.000,4129.617,1,0,fn
s,-33866.058,"[-33866.058, -33866.058]",0.000,-inf,0.000,102.595,lm,56,1366604921.516,0.389,-3.000,-33863.058,0,0,fn
vot,-1.023,,,,,102.595,lm,56,1366604921.516,0.389,0.167,-1.190,0,0,fn
tt,-0.618,"[-0.831, -0.406]",0.212,-4.848,0.000,105.296,ngd+lm,56,193744494.487,0.146,-1.000,0.382,0,0,fn
c,-4.784,"[-6.309, -3.258]",1.525,-5.224,0.000,105.296,ngd+lm,56,193744494.487,0.146,-6.000,1.216,0,0,fn
s,-2.509,"[-3.426, -1.591]",0.918,-4.553,0.000,105.296,ngd+lm,56,193744494.487,0.146,-3.000,0.491,0,0,fn
vot,0.129,,,,,105.296,ngd+lm,56,193744494.487,0.146,0.167,-0.037,0,0,fn
