stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,77.479,2.023,0.000,0,9,3002839444.984,263231815.456,76
refined,225.312,2.023,0.000,0,9,3002839444.984,96042261.766,76
