attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.779,"[-1.112, -0.447]",0.332,-3.907,0.000,4.875,ngd,46,195861437.049,0.144,-1.000,0.221,0,0,fn
c,-5.691,"[-7.889, -3.494]",2.198,-4.314,0.000,4.875,ngd,46,195861437.049,0.144,-6.000,0.309,0,0,fn
s,-2.728,"[-3.738, -1.718]",1.010,-4.499,0.000,4.875,ngd,46,195861437.049,0.144,-3.000,0.272,0,0,fn
vot,0.137,,,,,4.875,ngd,46,195861437.049,0.144,0.167,-0.030,0,0,fn
tt,-0.744,"[-0.986, -0.501]",0.242,-5.114,0.000,5.363,lm,46,166510028.677,0.133,-1.000,0.256,0,0,fn
c,-4.707,"[-6.189, -3.225]",1.482,-5.291,0.000,5.363,lm,46,166510028.677,0.133,-6.000,1.293,0,0,fn
s,-2.358,"[-3.051, -1.664]",0.693,-5.664,0.000,5.363,lm,46,166510028.677,0.133,-3.000,0.642,0,0,fn
vot,0.158,,,,,5.363,lm,46,166510028.677,0.133,0.167,-0.009,0,0,fn
tt,-0.744,"[-0.986, -0.501]",0.242,-5.114,0.000,10.296,ngd+lm,46,166510026.590,0.133,-1.000,0.256,0,0,fn
c,-4.707,"[-6.19, -3.225]",1.482,-5.291,0.000,10.296,ngd+lm,46,166510026.590,0.133,-6.000,1.293,0,0,fn
s,-2.358,"[-3.052, -1.664]",0.694,-5.664,0.000,10.296,ngd+lm,46,166510026.590,0.133,-3.000,0.642,0,0,fn
vot,0.158,,,,,10.296,ngd+lm,46,166510026.590,0.133,0.167,-0.009,0,0,fn
