stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.562,-4.423,-4.719,0.117,1.039,-0.407,-1.441,1.503,-1.026,1022471456.879,1584,0,0,0.579
norefined,2,-2.138,-4.652,-4.732,0.122,1.019,-0.435,-1.436,1.383,-0.980,815710419.535,1584,0,0,0.460
norefined,3,-1.845,-4.948,-4.617,0.158,0.914,-0.406,-1.376,1.167,-0.987,722757718.682,1584,0,0,0.373
norefined,4,-1.957,-5.180,-4.357,0.281,0.758,-0.250,-1.238,0.984,-0.986,627217504.368,1584,0,0,0.378
norefined,5,-1.765,-5.455,-4.145,0.372,0.642,-0.128,-1.096,0.795,-1.010,540228271.408,1584,0,0,0.324
norefined,6,-1.697,-5.688,-3.877,0.484,0.529,0.055,-0.903,0.644,-1.035,465832622.256,1584,0,0,0.298
norefined,7,-1.401,-5.904,-3.688,0.520,0.468,0.207,-0.710,0.535,-1.080,398279672.103,1584,0,0,0.237
norefined,8,-1.202,-6.098,-3.429,0.579,0.450,0.375,-0.460,0.427,-1.075,335991177.622,1584,0,0,0.197
norefined,9,-0.954,-6.273,-3.203,0.576,0.444,0.473,-0.194,0.266,-1.060,321057213.537,1584,0,0,0.152
norefined,10,-1.403,-6.280,-3.084,0.555,0.320,0.392,-0.209,0.168,-1.110,368789187.407,1584,0,0,0.223
refined,11,-0.954,-6.273,-3.203,0.576,0.444,0.473,-0.194,0.266,-1.060,321057213.537,1584,0,0,0.152
refined,12,-0.927,-6.247,-2.603,-0.098,-0.008,0.211,-0.041,0.099,-0.621,291273445.952,1584,0,0,0.148
refined,13,-1.079,-7.012,-3.089,0.108,0.209,0.302,-0.091,0.089,-0.831,288812174.753,1584,0,0,0.154
refined,14,-1.080,-7.317,-3.112,0.041,0.138,0.242,-0.087,0.108,-0.809,288500225.596,1584,0,0,0.148
refined,15,-1.126,-7.518,-3.236,0.074,0.222,0.277,-0.121,0.102,-0.866,288409263.002,1584,0,0,0.150
refined,16,-1.116,-7.580,-3.214,0.041,0.180,0.254,-0.118,0.113,-0.845,288381505.034,1584,0,0,0.147
refined,17,-1.136,-7.643,-3.264,0.059,0.222,0.277,-0.135,0.108,-0.872,288367866.323,1584,0,0,0.149
refined,18,-1.128,-7.656,-3.243,0.041,0.195,0.264,-0.131,0.113,-0.857,288362113.599,1584,0,0,0.147
refined,19,-1.138,-7.681,-3.269,0.052,0.220,0.277,-0.140,0.110,-0.872,288358731.387,1584,0,0,0.148
refined,20,-1.133,-7.682,-3.255,0.041,0.203,0.269,-0.137,0.113,-0.863,288357054.692,1584,0,0,0.147
