stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,15.536,1.727,0.000,0,9,4407739492.177,1427864506.260,76
refined,16.644,1.727,0.000,0,9,4407739492.177,1362177625.209,76
