stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,40.176,1.727,0.000,0,9,4476079846.633,699743457.911,76
refined,49.059,1.727,0.000,0,9,4476079846.633,589728990.520,76
