attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.529,"[-2.007, -1.051]",0.478,-5.329,0.000,65.712,ngd,9,182439299.438,0.137,-1.000,-0.529,0,0,fn
c,-7.294,"[-9.521, -5.066]",2.227,-5.455,0.000,65.712,ngd,9,182439299.438,0.137,-6.000,-1.294,0,0,fn
s,-3.107,"[-4.219, -1.995]",1.112,-4.653,0.000,65.712,ngd,9,182439299.438,0.137,-3.000,-0.107,0,0,fn
vot,0.210,,,,,65.712,ngd,9,182439299.438,0.137,0.167,0.043,0,0,fn
tt,-1.006,"[-1.312, -0.7]",0.306,-5.475,0.000,62.402,lm,9,185978731.015,0.138,-1.000,-0.006,0,0,fn
c,-5.102,"[-6.622, -3.582]",1.520,-5.592,0.000,62.402,lm,9,185978731.015,0.138,-6.000,0.898,0,0,fn
s,-1.932,"[-2.61, -1.255]",0.678,-4.751,0.000,62.402,lm,9,185978731.015,0.138,-3.000,1.068,0,0,fn
vot,0.197,,,,,62.402,lm,9,185978731.015,0.138,0.167,0.030,0,0,fn
tt,-1.529,"[-2.007, -1.051]",0.478,-5.329,0.000,132.778,ngd+lm,9,182439299.438,0.137,-1.000,-0.529,0,0,fn
c,-7.294,"[-9.521, -5.066]",2.227,-5.455,0.000,132.778,ngd+lm,9,182439299.438,0.137,-6.000,-1.294,0,0,fn
s,-3.107,"[-4.219, -1.995]",1.112,-4.653,0.000,132.778,ngd+lm,9,182439299.438,0.137,-3.000,-0.107,0,0,fn
vot,0.210,,,,,132.778,ngd+lm,9,182439299.438,0.137,0.167,0.043,0,0,fn
