stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.088,"[-2.015, -0.16]",0.928,-1.956,0.055
norefined,c,-7.148,"[-12.725, -1.57]",5.577,-2.137,0.036
norefined,s,-2.254,"[-4.552, 0.044]",2.298,-1.636,0.106
norefined,k0,0.761,"[-0.482, 2.005]",1.243,1.021,0.311
norefined,k1,0.324,"[-0.612, 1.259]",0.936,0.577,0.566
norefined,k2,0.719,"[-0.381, 1.818]",1.099,1.090,0.280
norefined,k3,-0.031,"[-1.208, 1.147]",1.178,-0.044,0.965
norefined,k4,-0.733,"[-2.392, 0.925]",1.658,-0.738,0.463
norefined,k5,0.548,"[-0.668, 1.765]",1.216,0.752,0.455
refined,tt,-1.272,"[-1.884, -0.66]",0.612,-3.464,0.001
refined,c,-8.069,"[-11.841, -4.298]",3.772,-3.568,0.001
refined,s,-4.690,"[-7.09, -2.291]",2.400,-3.260,0.002
refined,k0,-0.608,"[-1.333, 0.116]",0.725,-1.400,0.166
refined,k1,-0.135,"[-0.87, 0.6]",0.735,-0.306,0.761
refined,k2,-0.666,"[-1.296, -0.035]",0.630,-1.761,0.083
refined,k3,1.070,"[0.208, 1.931]",0.861,2.071,0.042
refined,k4,0.326,"[-0.444, 1.097]",0.770,0.706,0.482
refined,k5,0.539,"[-0.347, 1.424]",0.885,1.015,0.314
