stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.910,"[-1.48, -0.341]",0.570,-2.679,0.010
norefined,c,-7.171,"[-11.095, -3.247]",3.924,-3.065,0.004
norefined,s,-3.570,"[-5.852, -1.289]",2.281,-2.625,0.012
norefined,k0,0.089,"[-0.787, 0.966]",0.877,0.171,0.865
norefined,k1,0.053,"[-0.575, 0.68]",0.627,0.141,0.889
norefined,k2,-0.366,"[-1.102, 0.371]",0.737,-0.833,0.409
norefined,k3,-0.792,"[-1.754, 0.17]",0.962,-1.381,0.174
norefined,k4,1.066,"[-0.036, 2.168]",1.102,1.623,0.111
norefined,k5,0.857,"[-0.308, 2.023]",1.165,1.234,0.223
refined,tt,-1.196,"[-1.68, -0.711]",0.485,-4.137,0.000
refined,c,-8.791,"[-12.104, -5.478]",3.313,-4.450,0.000
refined,s,-4.721,"[-6.719, -2.724]",1.997,-3.965,0.000
refined,k0,-0.364,"[-1.087, 0.359]",0.723,-0.844,0.403
refined,k1,-0.093,"[-0.633, 0.446]",0.540,-0.290,0.773
refined,k2,-0.128,"[-0.652, 0.396]",0.524,-0.409,0.684
refined,k3,0.672,"[0.054, 1.289]",0.618,1.824,0.074
refined,k4,0.677,"[-0.135, 1.49]",0.813,1.398,0.169
refined,k5,0.182,"[-0.482, 0.847]",0.664,0.461,0.647
