stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.824,"[-1.454, -0.193]",0.630,-2.220,0.034
norefined,c,-4.914,"[-9.121, -0.707]",4.207,-1.985,0.057
norefined,s,-4.003,"[-7.085, -0.921]",3.082,-2.207,0.035
norefined,k0,0.270,"[-1.027, 1.567]",1.297,0.354,0.726
norefined,k1,0.324,"[-0.956, 1.605]",1.280,0.430,0.670
norefined,k2,-0.811,"[-2.327, 0.705]",1.516,-0.909,0.371
norefined,k3,-1.046,"[-2.571, 0.479]",1.525,-1.165,0.253
norefined,k4,0.917,"[-0.636, 2.471]",1.554,1.003,0.324
norefined,k5,-0.455,"[-1.943, 1.032]",1.487,-0.520,0.607
refined,tt,-2.492,"[-4.832, -0.152]",2.340,-1.810,0.081
refined,c,-14.173,"[-27.467, -0.878]",13.295,-1.811,0.080
refined,s,-7.207,"[-13.925, -0.49]",6.717,-1.823,0.079
refined,k0,-2.500,"[-6.047, 1.046]",3.547,-1.198,0.241
refined,k1,1.985,"[-1.013, 4.983]",2.998,1.125,0.270
refined,k2,0.565,"[-1.255, 2.385]",1.820,0.527,0.602
refined,k3,0.634,"[-1.162, 2.43]",1.796,0.600,0.553
refined,k4,-0.062,"[-2.459, 2.335]",2.397,-0.044,0.965
refined,k5,1.727,"[-0.778, 4.232]",2.505,1.171,0.251
