stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,50.418,1.857,0.000,38,0,9,1395372252.097,83821109.621
refined,140.570,1.857,0.000,38,0,9,1395372252.097,31268620.576
