stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.989,"[-1.574, -0.404]",0.585,-3.375,0.001
norefined,c,-6.511,"[-10.16, -2.863]",3.648,-3.562,0.001
norefined,s,-2.840,"[-4.599, -1.082]",1.758,-3.225,0.002
norefined,k0,-0.002,"[-1.059, 1.054]",1.057,-0.004,0.997
norefined,k1,-0.352,"[-1.087, 0.382]",0.735,-0.957,0.342
norefined,k2,-0.476,"[-1.709, 0.758]",1.233,-0.770,0.444
norefined,k3,0.472,"[-0.378, 1.322]",0.850,1.109,0.271
norefined,k4,-0.388,"[-1.178, 0.402]",0.790,-0.981,0.330
norefined,k5,-0.036,"[-1.29, 1.219]",1.254,-0.057,0.955
refined,tt,-1.102,"[-1.791, -0.414]",0.688,-3.197,0.002
refined,c,-6.660,"[-10.642, -2.679]",3.981,-3.339,0.001
refined,s,-2.883,"[-4.737, -1.029]",1.854,-3.103,0.003
refined,k0,-0.094,"[-0.95, 0.762]",0.856,-0.219,0.828
refined,k1,0.097,"[-0.43, 0.624]",0.527,0.367,0.715
refined,k2,0.336,"[-0.8, 1.473]",1.136,0.591,0.557
refined,k3,-0.177,"[-0.992, 0.638]",0.815,-0.434,0.666
refined,k4,-0.082,"[-0.805, 0.64]",0.722,-0.228,0.820
refined,k5,-0.527,"[-1.59, 0.536]",1.063,-0.990,0.326
