attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.164,"[-0.211, -0.117]",0.047,-6.995,0.000,31,0.800,504626012.615,0.182,-1.000,0.836,0,0,fn
c,-0.962,"[-1.285, -0.639]",0.323,-5.948,0.000,31,0.800,504626012.615,0.182,-6.000,5.038,0,0,fn
s,-0.341,"[-0.557, -0.125]",0.216,-3.151,0.002,31,0.800,504626012.615,0.182,-3.000,2.659,0,0,fn
k0,0.355,"[0.007, 0.703]",0.348,2.035,0.046,31,0.800,504626012.615,0.182,0.000,0.355,0,1,fp
k1,0.044,"[-0.182, 0.269]",0.225,0.386,0.701,31,0.800,504626012.615,0.182,0.000,0.044,0,0,fp
k2,0.001,"[-0.346, 0.348]",0.347,0.006,0.995,31,0.800,504626012.615,0.182,0.000,0.001,0,0,fp
k3,0.231,"[-0.025, 0.488]",0.257,1.799,0.077,31,0.800,504626012.615,0.182,0.000,0.231,0,1,fp
k4,0.021,"[-0.233, 0.274]",0.253,0.162,0.872,31,0.800,504626012.615,0.182,0.000,0.021,0,0,fp
k5,-0.025,"[-0.34, 0.289]",0.315,-0.161,0.872,31,0.800,504626012.615,0.182,0.000,-0.025,0,0,fp
vot,0.170,,,,,31,0.800,504626012.615,0.182,0.167,0.004,0,0,fn
tt,-0.644,"[-0.887, -0.401]",0.243,-5.292,0.000,31,0.900,161559530.255,0.120,-1.000,0.356,0,0,fn
c,-3.703,"[-5.035, -2.372]",1.331,-5.552,0.000,31,0.900,161559530.255,0.120,-6.000,2.297,0,0,fn
s,-1.664,"[-2.421, -0.907]",0.757,-4.388,0.000,31,0.900,161559530.255,0.120,-3.000,1.336,0,0,fn
k0,0.615,"[0.016, 1.213]",0.598,2.051,0.044,31,0.900,161559530.255,0.120,0.000,0.615,0,1,fp
k1,-0.068,"[-0.377, 0.241]",0.309,-0.440,0.662,31,0.900,161559530.255,0.120,0.000,-0.068,0,0,fp
k2,-0.380,"[-0.955, 0.195]",0.575,-1.319,0.192,31,0.900,161559530.255,0.120,0.000,-0.380,0,0,fp
k3,0.467,"[0.055, 0.88]",0.413,2.260,0.027,31,0.900,161559530.255,0.120,0.000,0.467,0,1,fp
k4,-0.248,"[-0.647, 0.151]",0.399,-1.242,0.219,31,0.900,161559530.255,0.120,0.000,-0.248,0,0,fp
k5,-0.152,"[-0.628, 0.324]",0.476,-0.638,0.526,31,0.900,161559530.255,0.120,0.000,-0.152,0,0,fp
vot,0.174,,,,,31,0.900,161559530.255,0.120,0.167,0.007,0,0,fn
tt,-1.102,"[-1.791, -0.414]",0.688,-3.197,0.002,31,1.100,207744000.065,0.166,-1.000,-0.102,0,0,fn
c,-6.660,"[-10.642, -2.679]",3.981,-3.339,0.001,31,1.100,207744000.065,0.166,-6.000,-0.660,0,0,fn
s,-2.883,"[-4.737, -1.029]",1.854,-3.103,0.003,31,1.100,207744000.065,0.166,-3.000,0.117,0,0,fn
k0,-0.094,"[-0.95, 0.762]",0.856,-0.219,0.828,31,1.100,207744000.065,0.166,0.000,-0.094,0,0,fp
k1,0.097,"[-0.43, 0.624]",0.527,0.367,0.715,31,1.100,207744000.065,0.166,0.000,0.097,0,0,fp
k2,0.336,"[-0.8, 1.473]",1.136,0.591,0.557,31,1.100,207744000.065,0.166,0.000,0.336,0,0,fp
k3,-0.177,"[-0.992, 0.638]",0.815,-0.434,0.666,31,1.100,207744000.065,0.166,0.000,-0.177,0,0,fp
k4,-0.082,"[-0.805, 0.64]",0.722,-0.228,0.820,31,1.100,207744000.065,0.166,0.000,-0.082,0,0,fp
k5,-0.527,"[-1.59, 0.536]",1.063,-0.990,0.326,31,1.100,207744000.065,0.166,0.000,-0.527,0,0,fp
vot,0.166,,,,,31,1.100,207744000.065,0.166,0.167,-0.001,0,0,fn
tt,-1.340,"[-2.635, -0.046]",1.294,-2.067,0.043,31,1.200,404010960.087,0.248,-1.000,-0.340,0,0,fn
c,-7.000,"[-13.555, -0.445]",6.555,-2.132,0.037,31,1.200,404010960.087,0.248,-6.000,-1.000,0,0,fn
s,-3.377,"[-6.53, -0.224]",3.153,-2.138,0.036,31,1.200,404010960.087,0.248,-3.000,-0.377,0,0,fn
k0,-0.325,"[-1.617, 0.968]",1.293,-0.501,0.618,31,1.200,404010960.087,0.248,0.000,-0.325,0,0,fp
k1,0.580,"[-0.322, 1.481]",0.902,1.283,0.204,31,1.200,404010960.087,0.248,0.000,0.580,0,0,fp
k2,0.343,"[-1.32, 2.005]",1.663,0.411,0.682,31,1.200,404010960.087,0.248,0.000,0.343,0,0,fp
k3,-0.419,"[-1.665, 0.826]",1.246,-0.672,0.504,31,1.200,404010960.087,0.248,0.000,-0.419,0,0,fp
k4,0.304,"[-0.927, 1.534]",1.231,0.492,0.624,31,1.200,404010960.087,0.248,0.000,0.304,0,0,fp
k5,-0.496,"[-2.143, 1.151]",1.647,-0.601,0.550,31,1.200,404010960.087,0.248,0.000,-0.496,0,0,fp
vot,0.191,,,,,31,1.200,404010960.087,0.248,0.167,0.025,0,0,fn
