stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.718,-6.067,-1.597,-0.759,-1.673,1.532,0.482,-1.520,1.169,2967686255.563,0.448
norefined,2,-2.346,-6.141,-1.880,-0.792,-1.755,1.458,0.429,-1.578,1.089,2449568667.672,0.382
norefined,3,-1.920,-6.221,-2.097,-0.795,-1.822,1.418,0.364,-1.622,1.038,1838208170.983,0.309
norefined,4,-1.481,-6.277,-2.306,-0.815,-1.873,1.389,0.301,-1.628,0.984,1214399008.366,0.236
norefined,5,-1.053,-6.306,-2.538,-0.869,-1.886,1.332,0.269,-1.590,0.925,1072498067.802,0.167
norefined,6,-1.374,-6.285,-2.725,-0.902,-1.710,1.136,0.317,-1.459,0.779,954634521.900,0.219
norefined,7,-1.036,-6.310,-2.996,-0.982,-1.620,0.970,0.324,-1.340,0.705,911897392.973,0.164
norefined,8,-1.450,-6.296,-3.045,-0.917,-1.430,0.858,0.387,-1.230,0.618,830516885.267,0.230
norefined,9,-1.028,-6.328,-3.259,-0.974,-1.365,0.766,0.371,-1.139,0.595,830551792.183,0.162
norefined,10,-1.444,-6.318,-3.262,-0.864,-1.163,0.706,0.435,-1.025,0.539,732000501.227,0.229
refined,11,-1.444,-6.318,-3.262,-0.864,-1.163,0.706,0.435,-1.025,0.539,732000501.227,0.229
refined,12,-1.649,-9.799,-4.596,-0.494,1.196,1.931,0.265,-0.141,-0.782,451962770.844,0.168
refined,13,-1.855,-10.395,-4.955,-0.848,0.913,1.335,-0.275,0.084,-0.960,382263943.239,0.178
refined,14,-2.069,-11.726,-5.608,-0.948,1.040,1.619,-0.326,0.010,-1.136,380452349.284,0.176
refined,15,-1.918,-10.717,-5.186,-0.894,1.054,1.403,-0.428,0.131,-1.128,380518826.678,0.179
refined,16,-2.156,-12.202,-5.869,-0.956,1.073,1.704,-0.355,0.032,-1.240,380426173.682,0.177
refined,17,-1.884,-10.444,-5.083,-0.887,1.079,1.358,-0.465,0.145,-1.120,380985963.399,0.180
refined,18,-2.191,-12.417,-5.964,-0.969,1.085,1.739,-0.336,0.010,-1.240,380637647.061,0.176
refined,19,-1.814,-9.988,-4.879,-0.872,1.084,1.269,-0.484,0.163,-1.075,381950603.248,0.182
refined,20,-2.199,-12.466,-5.979,-0.982,1.097,1.741,-0.314,-0.019,-1.206,380874720.056,0.176
