stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,28.586,1.727,0.000,76,0,9,3542854171.511,732000501.228
refined,61.885,1.727,0.000,76,0,9,3542854171.511,380426173.682
