stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,51.993,1.727,0.000,76,0,9,3290650585.592,412149414.926
refined,107.527,1.727,0.000,76,0,9,3290650585.592,213070515.302
