stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.442,-7.106,-4.430,1.424,0.017,0.798,0.682,-0.022,0.973,762216203.872,0.203
norefined,2,-1.738,-7.201,-4.313,1.212,-0.087,0.694,0.522,-0.135,0.787,489123232.981,0.241
norefined,3,-1.427,-7.351,-4.306,0.933,-0.154,0.626,0.396,-0.217,0.642,353429027.424,0.194
norefined,4,-1.764,-7.397,-4.190,0.754,-0.196,0.529,0.248,-0.297,0.421,297230314.535,0.239
norefined,5,-1.298,-7.474,-4.272,0.615,-0.193,0.533,0.241,-0.304,0.401,286599163.437,0.174
norefined,6,-1.743,-7.455,-4.186,0.564,-0.207,0.437,0.154,-0.343,0.249,262470383.690,0.234
norefined,7,-1.267,-7.509,-4.286,0.467,-0.188,0.455,0.177,-0.330,0.257,262335425.368,0.169
norefined,8,-1.725,-7.478,-4.203,0.441,-0.196,0.364,0.103,-0.363,0.127,246514555.467,0.231
norefined,9,-1.248,-7.524,-4.307,0.362,-0.172,0.388,0.138,-0.346,0.150,248178513.996,0.166
norefined,10,-1.710,-7.488,-4.224,0.348,-0.179,0.300,0.069,-0.379,0.031,236773173.853,0.228
refined,11,-1.710,-7.488,-4.224,0.348,-0.179,0.300,0.069,-0.379,0.031,236773173.853,0.228
refined,12,-0.706,-4.327,-2.461,-0.633,0.315,-0.327,0.720,-0.793,-0.413,162437967.266,0.163
refined,13,-0.934,-5.023,-3.082,-0.445,0.187,-0.078,0.503,-0.808,-0.454,130215521.507,0.186
refined,14,-0.947,-4.886,-3.023,-0.438,0.186,0.017,0.424,-0.746,-0.369,129113317.559,0.194
refined,15,-0.972,-5.010,-3.092,-0.445,0.196,0.024,0.439,-0.773,-0.371,129082360.077,0.194
refined,16,-0.966,-4.972,-3.067,-0.447,0.194,0.024,0.435,-0.762,-0.363,129079639.715,0.194
refined,17,-0.969,-4.989,-3.078,-0.447,0.195,0.025,0.437,-0.766,-0.365,129079218.060,0.194
refined,18,-0.968,-4.982,-3.074,-0.448,0.195,0.024,0.437,-0.764,-0.364,129079149.014,0.194
refined,19,-0.969,-4.985,-3.075,-0.448,0.195,0.025,0.437,-0.765,-0.364,129079137.081,0.194
refined,20,-0.968,-4.984,-3.075,-0.448,0.195,0.024,0.437,-0.765,-0.364,129079135.038,0.194
