stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.442,-7.106,-4.430,1.424,0.017,0.798,0.682,-0.022,0.973,1176653784.087,0.203
norefined,2,-0.995,-7.218,-4.467,1.308,-0.053,0.712,0.612,-0.035,0.903,1369711106.998,0.138
norefined,3,-1.453,-7.248,-4.361,1.233,-0.101,0.650,0.529,-0.068,0.814,1070033659.748,0.201
norefined,4,-0.974,-7.340,-4.399,1.151,-0.135,0.627,0.493,-0.047,0.788,1253280413.417,0.133
norefined,5,-1.440,-7.361,-4.293,1.096,-0.168,0.574,0.416,-0.062,0.699,1014645895.299,0.196
norefined,6,-0.957,-7.447,-4.318,1.022,-0.180,0.588,0.392,-0.021,0.691,1184866761.481,0.128
norefined,7,-1.430,-7.457,-4.217,0.990,-0.202,0.538,0.321,-0.023,0.608,979295601.371,0.192
norefined,8,-0.946,-7.541,-4.236,0.919,-0.203,0.568,0.304,0.025,0.609,1138006566.835,0.125
norefined,9,-1.425,-7.539,-4.145,0.906,-0.217,0.519,0.242,0.030,0.533,954235360.863,0.189
norefined,10,-0.940,-7.619,-4.162,0.839,-0.214,0.554,0.230,0.078,0.539,1104432039.553,0.123
refined,11,-1.425,-7.539,-4.145,0.906,-0.217,0.519,0.242,0.030,0.533,954235360.863,0.189
refined,12,0.320,-1.201,1.563,0.652,-0.327,-1.445,-0.178,2.333,-0.187,7694690474.243,-0.267
refined,13,-0.920,1.233,-4.186,-0.924,0.142,3.267,0.168,-4.822,-0.127,3932826798.583,-0.746
refined,14,1.518,-6.657,8.051,2.275,-0.621,-7.499,-0.519,11.896,-0.307,9366857480.667,-0.228
refined,15,-10.743,29.809,-52.210,-10.737,-7.424,49.247,5.149,-59.291,1.415,5486802245.286,-0.360
refined,16,216.798,-574.339,972.726,186.197,5.637,-939.669,-58.845,1231.930,-23.919,9954560151.510,-0.377
refined,17,179.693,-945.497,1791.312,417.600,-79.196,-338.042,-526.117,821.529,423.298,12002209446.216,-0.190
refined,18,4223.724,4284.228,1791.311,-43438.222,11224.319,-468.061,58266.199,56657.380,20707.556,7602327363.256,0.986
refined,19,4223.724,4284.228,1791.311,-43438.222,11224.319,-468.061,58266.199,56657.380,20707.556,7602327363.256,0.986
refined,20,4223.724,4284.228,1791.311,-43438.222,11224.319,-468.061,58266.199,56657.380,20707.556,7602327363.256,0.986
