stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,82.378,2.023,0.000,0,9,2758968390.443,228661972.768,76
refined,143.804,2.023,0.000,0,9,2758968390.443,135796437.367,76
