stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.100,"[-1.593, -0.608]",0.493,-4.458,0.000
norefined,c,-7.401,"[-10.644, -4.158]",3.243,-4.555,0.000
norefined,s,-3.730,"[-5.488, -1.972]",1.758,-4.235,0.000
norefined,k0,0.419,"[-0.216, 1.053]",0.634,1.318,0.192
norefined,k1,0.570,"[-0.121, 1.26]",0.690,1.647,0.104
norefined,k2,0.668,"[-0.37, 1.705]",1.037,1.285,0.203
norefined,k3,-0.577,"[-1.48, 0.326]",0.903,-1.276,0.206
norefined,k4,-0.113,"[-1.054, 0.827]",0.941,-0.241,0.811
norefined,k5,-0.329,"[-1.098, 0.44]",0.769,-0.853,0.397
refined,tt,-0.833,"[-1.062, -0.605]",0.228,-7.284,0.000
refined,c,-4.842,"[-5.993, -3.69]",1.151,-8.393,0.000
refined,s,-2.370,"[-3.051, -1.688]",0.681,-6.941,0.000
refined,k0,0.020,"[-0.316, 0.357]",0.336,0.122,0.904
refined,k1,-0.088,"[-0.379, 0.203]",0.291,-0.603,0.548
refined,k2,0.017,"[-0.507, 0.54]",0.523,0.063,0.950
refined,k3,0.055,"[-0.383, 0.494]",0.439,0.252,0.802
refined,k4,-0.221,"[-0.686, 0.244]",0.465,-0.947,0.347
refined,k5,0.129,"[-0.277, 0.535]",0.406,0.634,0.529
