stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.361,-7.247,-2.614,-0.253,-0.476,-0.472,-1.681,1.142,1.757,1378747529.286,-0.050
norefined,2,-0.118,-7.271,-2.662,-0.295,-0.492,-0.559,-1.674,1.091,1.686,615962669.492,0.016
norefined,3,-0.604,-7.291,-2.645,-0.343,-0.517,-0.532,-1.604,1.056,1.627,321018793.861,0.083
norefined,4,-1.060,-7.261,-2.728,-0.321,-0.493,-0.468,-1.459,1.061,1.539,224938718.028,0.146
norefined,5,-1.233,-7.159,-3.027,-0.178,-0.377,-0.438,-1.256,1.133,1.344,164807652.138,0.172
norefined,6,-1.163,-7.079,-3.328,-0.031,-0.218,-0.372,-1.032,1.206,1.140,109153525.182,0.164
norefined,7,-1.190,-7.031,-3.563,0.093,-0.094,-0.206,-0.752,1.253,0.910,71998073.632,0.169
norefined,8,-1.087,-7.115,-3.615,0.135,-0.104,0.049,-0.474,1.225,0.618,51904090.528,0.153
norefined,9,-1.485,-7.139,-3.556,0.060,-0.136,0.099,-0.280,1.188,0.419,73395252.445,0.208
norefined,10,-1.006,-7.226,-3.559,0.083,-0.128,0.208,-0.300,1.184,0.406,47811530.238,0.139
refined,11,-1.006,-7.226,-3.559,0.083,-0.128,0.208,-0.300,1.184,0.406,47811530.238,0.139
refined,12,-0.928,-6.067,-3.029,-0.417,-0.016,0.460,-0.118,0.907,-0.525,32670812.929,0.153
refined,13,-0.820,-5.490,-2.748,-0.297,0.005,0.405,-0.032,0.718,-0.330,32213432.657,0.149
refined,14,-0.842,-5.578,-2.791,-0.317,-0.007,0.419,-0.052,0.757,-0.363,32177460.367,0.151
refined,15,-0.834,-5.531,-2.768,-0.315,-0.004,0.419,-0.050,0.748,-0.361,32176473.739,0.151
refined,16,-0.834,-5.532,-2.768,-0.315,-0.005,0.419,-0.050,0.749,-0.361,32176409.274,0.151
refined,17,-0.834,-5.529,-2.767,-0.315,-0.005,0.419,-0.050,0.749,-0.361,32176403.944,0.151
refined,18,-0.834,-5.528,-2.766,-0.315,-0.005,0.419,-0.050,0.749,-0.361,32176403.413,0.151
refined,19,-0.834,-5.528,-2.766,-0.315,-0.005,0.419,-0.050,0.749,-0.361,32176403.354,0.151
refined,20,-0.834,-5.528,-2.766,-0.315,-0.005,0.419,-0.050,0.749,-0.361,32176403.347,0.151
