stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.250,"[-2.046, -0.453]",0.797,-3.131,0.003
norefined,c,-5.570,"[-8.782, -2.357]",3.212,-3.461,0.001
norefined,s,-4.512,"[-7.709, -1.315]",3.197,-2.817,0.006
norefined,k0,0.077,"[-1.132, 1.286]",1.209,0.127,0.899
norefined,k1,-1.349,"[-2.632, -0.066]",1.283,-2.099,0.040
norefined,k2,-0.463,"[-1.318, 0.392]",0.855,-1.080,0.284
norefined,k3,0.551,"[-0.201, 1.303]",0.752,1.463,0.148
norefined,k4,0.185,"[-1.096, 1.467]",1.281,0.288,0.774
norefined,k5,0.517,"[-0.336, 1.37]",0.853,1.209,0.231
refined,tt,-1.514,"[-2.231, -0.797]",0.717,-4.215,0.000
refined,c,-9.010,"[-12.976, -5.044]",3.966,-4.534,0.000
refined,s,-4.300,"[-6.601, -1.999]",2.301,-3.730,0.000
refined,k0,0.146,"[-0.963, 1.255]",1.109,0.263,0.793
refined,k1,0.380,"[-0.549, 1.309]",0.929,0.816,0.417
refined,k2,-0.278,"[-0.969, 0.413]",0.691,-0.804,0.424
refined,k3,0.602,"[-0.069, 1.272]",0.670,1.791,0.078
refined,k4,0.056,"[-1.02, 1.131]",1.076,0.103,0.918
refined,k5,-0.783,"[-1.813, 0.247]",1.030,-1.517,0.134
