stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.285,-4.966,-4.810,0.542,-1.442,-0.273,0.895,0.891,1.080,5181320167.126,1584,0,0,-0.057
norefined,2,-0.202,-4.982,-4.827,0.486,-1.476,-0.300,0.838,0.840,1.048,2711012232.576,1584,0,0,0.041
norefined,3,-0.689,-4.979,-4.822,0.432,-1.516,-0.313,0.778,0.788,0.996,1221939028.316,1584,0,0,0.138
norefined,4,-1.181,-4.943,-4.785,0.423,-1.535,-0.264,0.747,0.766,0.976,1099189015.544,1584,0,0,0.239
norefined,5,-0.707,-5.056,-4.778,0.453,-1.428,-0.256,0.757,0.761,0.971,1204284731.971,1584,0,0,0.140
norefined,6,-1.199,-5.018,-4.738,0.444,-1.447,-0.205,0.725,0.738,0.954,1087739034.388,1584,0,0,0.239
norefined,7,-0.716,-5.114,-4.751,0.463,-1.364,-0.202,0.731,0.739,0.950,1193747282.092,1584,0,0,0.140
norefined,8,-1.208,-5.074,-4.710,0.456,-1.384,-0.152,0.701,0.717,0.936,1078700893.244,1584,0,0,0.238
norefined,9,-0.722,-5.163,-4.731,0.470,-1.312,-0.152,0.705,0.719,0.933,1185825430.784,1584,0,0,0.140
norefined,10,-1.214,-5.122,-4.689,0.463,-1.331,-0.102,0.675,0.697,0.919,1071085808.865,1584,0,0,0.237
refined,11,-1.214,-5.122,-4.689,0.463,-1.331,-0.102,0.675,0.697,0.919,1071085808.865,1584,0,0,0.237
refined,12,-0.054,-1.884,-0.057,0.104,0.241,0.787,-0.659,-0.273,0.270,1243546427.758,1584,0,0,0.029
refined,13,-0.123,-0.565,-0.266,-0.082,-0.061,-0.071,0.186,0.319,0.177,513239872.814,1584,0,0,0.218
refined,14,-0.118,-0.808,-0.283,-0.039,0.043,0.148,-0.038,0.233,0.230,427891863.216,1584,0,0,0.146
refined,15,-0.120,-0.836,-0.281,-0.035,0.038,0.146,-0.045,0.242,0.238,427515865.185,1584,0,0,0.144
refined,16,-0.121,-0.838,-0.283,-0.035,0.038,0.146,-0.045,0.242,0.239,427508428.303,1584,0,0,0.144
refined,17,-0.121,-0.838,-0.283,-0.035,0.038,0.146,-0.045,0.242,0.239,427508186.471,1584,0,0,0.144
refined,18,-0.121,-0.838,-0.283,-0.035,0.038,0.146,-0.045,0.242,0.239,427508178.175,1584,0,0,0.144
refined,19,-0.121,-0.838,-0.283,-0.035,0.038,0.146,-0.045,0.242,0.239,427508177.889,1584,0,0,0.144
refined,20,-0.121,-0.838,-0.283,-0.035,0.038,0.146,-0.045,0.242,0.239,427508177.879,1584,0,0,0.144
