stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,23.349,1.727,0.000,0,9,3574009375.235,864030021.007,76
refined,40.905,1.727,0.000,0,9,3574009375.235,550291865.404,76
